,MMM,ABT,ABBV,ACN,ATVI,AYI,ADBE,AMD,AAP,AES,AET,AMG,AFL,A,APD,AKAM,ALK,ALB,ARE,ALXN,ALGN,ALLE,AGN,ADS,LNT,ALL,GOOGL,GOOG,MO,AMZN,AEE,AAL,AEP,AXP,AIG,AMT,AWK,AMP,ABC,AME,AMGN,APH,APC,ADI,ANDV,ANSS,ANTM,AON,AOS,APA,AIV,AAPL,AMAT,ADM,ARNC,AJG,AIZ,T,ADSK,ADP,AZO,AVB,AVY,BHGE,BLL,BAC,BK,BCR,BAX,BBT,BDX
ALGN,0.9718784022499122,0.916446704097957,0.7866533352090255,0.962511021218348,0.9216509198334488,0.9587847764028873,0.9330640558978569,-0.4675003704652221,0.9351433456156286,-0.0627003412290654,0.919488018961022,0.8161520099382772,0.8707791396484856,0.9049061748819676,0.932398213954474,0.7803650862001432,0.9352935008316716,0.8431775597192849,0.7495354133959616,0.8865424558055992,1.0,0.788499695172007,0.9032306098623498,0.9007549530712997,0.9615272709107628,0.8216550033283425,0.9620454576844079,0.9617598655081859,0.9615276373902206,0.9628455063283524,0.8371435368208751,0.4965628774312291,0.946311895416553,0.8201368581809138,-0.5791427855634895,0.9257051408516699,0.97051304201252,0.8869124521813673,0.9147084230377109,0.8999735612188525,0.9180916931439472,0.9507032000852489,0.592396281643377,0.9249649893490604,0.8785010081666765,0.8800582560133976,0.8709763413814103,0.9540452094209251,0.9737763942481773,0.15320415339398827,0.8690221164543563,0.9080913827556761,0.6470586154563366,0.7817536913669292,-0.5181742705332317,0.946068645672541,0.8532865566427807,0.9007885018083267,0.7822179945663641,0.9614356189802914,0.9535552002993615,0.8845515456837368,0.708764567491216,0.20483823021293598,0.9502494150589406,-0.38316757083167213,0.5908883481343634,0.9367693862633002,0.865457742361394,0.8146956655616907,0.944268816927151
ALLE,0.8584575002252687,0.43594452346234336,0.727451311798059,0.9234988606853886,0.8950242744574811,0.9439292488536182,0.9272348048296692,0.3247987590286709,0.7048695705557825,-0.49118739667675054,0.9022265429247307,-0.5746486942464015,0.7273934322052,0.5796973333925294,0.8066955970525277,0.17519975844382618,0.8003204501507563,0.4136642487411369,0.8869974217528819,-0.2511040564034787,0.788499695172007,1.0,0.41998057773693537,-0.35313311624416205,0.8519090048159192,0.7360393518188434,0.7941183735819676,0.7839642716243389,0.9000215096558558,0.8536946809469292,0.8410748475348384,0.2583536052391213,0.8522458266061845,-0.721318690038436,0.7188220609640942,0.8319683763375155,0.867141080057167,-0.22722519757846377,0.4490351848869726,-0.1415908500281334,0.7840775839076336,0.8224966884196518,-0.6580528080769132,0.8113812440393331,0.6849396283956628,0.7494791361333341,0.6759250205670159,0.8887438233073641,0.9019955277492239,-0.6634393626082061,0.9144465263872327,0.5812575572658341,0.5061879437181357,-0.038052563723897606,-0.5112587343973148,0.536187701224344,0.8205387452810246,0.7816007132575066,0.5866382221897133,0.8499966356950689,0.929691479362878,0.871250869358342,0.9146539406059988,-0.4263825430894288,0.8662852321156921,0.05620698368882648,0.7113603804291445,0.9135342413832073,0.7164843307832585,0.4026364894420091,0.9320401667708605
AGN,0.9231207696444017,0.9276329461093552,0.838971825138962,0.9112865585792495,0.8448138490188936,0.9199532322918428,0.8856713168615205,-0.44425521930435063,0.9603102546234664,-0.11683311413325187,0.8879357940107883,0.8157556824734841,0.7610983683492805,0.6515792610728365,0.8831574346006257,0.35307464537771605,0.9651177745513955,0.6915064931002141,0.6297789824435784,0.9422796911828634,0.9032306098623498,0.41998057773693537,1.0,0.9404528871536219,0.8903822635560678,0.7947837717615256,0.9130913374841988,0.9101491961905187,0.9151982102156255,0.8796562380844293,0.7534394399974704,0.5575001301765778,0.8986775134282671,0.8137749600387638,-0.5387520463589458,0.8696980306496327,0.878006072897749,0.9352023409017037,0.9674089656236409,0.8804901267093732,0.9598748671533658,0.9052919019036947,0.5661112675845927,0.7917198432059416,0.8815183185463621,0.8156704337281114,0.9040925174331856,0.9284014591779115,0.9228038720013678,0.06133639540225377,0.8253263278362771,0.9034023909877429,0.36089514386463906,0.732358174396319,-0.5075059017793558,0.9009613749826625,0.8066557434627303,0.8055994743287647,0.6865343002995082,0.9529589546538109,0.9307635987232176,0.824864590423889,0.6555519519244509,0.16748488348079793,0.9033000847772676,-0.38145592353775853,0.5497473023799864,0.863640469353204,0.790028815755874,0.7516334914070939,0.8777950238959115
ADS,0.9360175430406306,0.9702525469769828,0.554290424153783,0.9233248392955997,0.8207887327375294,0.8626000922752012,0.8659307977522259,-0.5153107613120859,0.9467577657604782,0.04468569655423679,0.8901609720759255,0.9418284172330074,0.8510649670972968,0.9005906073540254,0.9287134243964764,0.8380258504390249,0.9032967570932752,0.8205025538111931,0.7077903191106183,0.9799857669076589,0.9007549530712997,-0.35313311624416205,0.9404528871536219,1.0,0.9101847148732268,0.8035358391540401,0.8916053050907312,0.8926216246255751,0.906533962482345,0.8499573343960686,0.7556515798558918,0.5233737809518573,0.9123952295706766,0.9258923852425553,-0.636368712547253,0.9300814500295577,0.82001310077882,0.9663685354646385,0.961966720079473,0.9736787207761867,0.9055938002642834,0.944620205944937,0.7562465113699856,0.8752254113869784,0.8883612901893376,0.9222256378724469,0.8786359429563337,0.9375525651331549,0.8887976589338007,0.2213542436315508,0.8213844872542502,0.9423441555856087,0.5263409278887475,0.8477050085281952,-0.5428313540998423,0.9545944058492815,0.7827638700108737,0.8657305893547678,0.7814142090425369,0.9399273474677872,0.9326065169275001,0.8956724711422958,0.5443942110657385,0.2741076707190864,0.9461164763393306,-0.434494193844771,0.5803035953174648,0.8888829784201671,0.8539389573983799,0.812114995397038,0.897364186424098
LNT,0.9694600595809392,0.9481315812565932,0.8020820189942428,0.9832983944014911,0.9450687362212928,0.958363990717723,0.9325069027375925,-0.5013074335165497,0.9528633628200698,-0.19342406297314502,0.9452648922606147,0.8614527200449197,0.9026805549556437,0.6557283295043543,0.9637170186076595,0.3327855508832424,0.9300901335729759,0.9021962826897914,0.8291338918380374,0.9056228449349547,0.9615272709107628,0.8519090048159192,0.8903822635560678,0.9101847148732268,1.0,0.8339570505631644,0.9630284042797724,0.9630193388536576,0.9875728244218006,0.9531849866081792,0.8612282453746488,0.5068058635936701,0.987723864709073,0.8273564308100704,-0.6675898313522166,0.9588570893943598,0.9928136461444765,0.8808071081095342,0.9351265485019478,0.9387342940126195,0.8992896183950357,0.9786748436356951,0.696225550106772,0.7129252260021951,0.9102469276953522,0.9321966708745558,0.899957384065375,0.9750396276910487,0.961844543182393,0.32746729616283693,0.9162729711701246,0.9441312865039455,0.27056814620180325,0.8567825531226023,-0.566726562805346,0.9453326787198387,0.8772564870322108,0.9264346253605691,0.846047162917061,0.9636770954803177,0.971893139358235,0.9561519468924022,0.646897050471494,0.3373821490019113,0.9727645790023088,-0.36924783843038184,0.4930384415375624,0.9686426736373059,0.9277096053056604,0.8019288919181538,0.9744340270797566
ALL,0.8750889671112154,0.8158994647119517,0.9278951707740924,0.784046570233029,0.7931592295169504,0.8314554341642724,0.8845390734314058,-0.2787979114841684,0.8008621362549534,-0.16342347758822756,0.9107913693008578,0.8444036254319818,0.8359016904013279,0.47957810855226846,0.8413794927946764,0.20370306368179292,0.822879072745024,0.661785250987936,0.8369040661537637,0.7365744825830101,0.8216550033283425,0.7360393518188434,0.7947837717615256,0.8035358391540401,0.8339570505631644,1.0,0.7671784850315514,0.7646862912308027,0.8194203667722719,0.7473833066382418,0.9560114263888414,0.8306733877971206,0.8610512087773619,0.8262654743243436,-0.30956651659604667,0.7496933905202471,0.9172728822065273,0.8634955881911214,0.8198854532370783,0.7790301930546241,0.8533463638281921,0.8218006465368923,0.5324841123153004,0.5940570674959185,0.9076392054838137,0.7231778930715462,0.9062539671572708,0.8211134056777868,0.8307449719907635,0.17784329991350653,0.9079304306994399,0.7361421160475308,0.27951190662927217,0.8032549924440389,-0.19264865913527016,0.8195657006423186,0.8742769280400498,0.720304561043537,0.8598945194118194,0.8189615328228071,0.7818918639206308,0.8038136674916048,0.807941315228294,0.5101569288783104,0.8237324087677379,0.13454024893491384,0.6237413135768303,0.8398419667675284,0.7242961796377483,0.9353060564148409,0.8468330350977021
GOOGL,0.9537636573246626,0.9237752197264238,0.7437327878792667,0.9663504846010357,0.9417293906798139,0.9560152565882873,0.9389780152797108,-0.5031315730528261,0.9387049859004366,-0.15601628127331837,0.923852256520423,0.8016013729169666,0.8980308346071616,0.9187882648604025,0.9551131343358074,0.7899840547207814,0.9409202866361928,0.8250755005448335,0.7409104272709894,0.8815950132635736,0.9620454576844079,0.7941183735819676,0.9130913374841988,0.8916053050907312,0.9630284042797724,0.7671784850315514,1.0,0.9997991285649891,0.9635686902723711,0.9540421688390104,0.7873865332025646,0.504663892711453,0.9630754591719917,0.7694804877651299,-0.516072777553933,0.9578513403950611,0.9572563537795774,0.8886571234141181,0.9185285359236798,0.9162705163196891,0.9057889339951516,0.9680837482025622,0.5267618848671916,0.9179459508187924,0.8853051564064764,0.9133799915533344,0.8648524907601098,0.9689690406654882,0.9603250224929377,-0.1788180442709976,0.8506328858888687,0.9004544758657927,0.7368905305787107,0.821597055208003,-0.4718233783177103,0.9171142127295279,0.8963738632970473,0.9251796733257585,0.8055875631669324,0.9606586050369734,0.9529809409877323,0.912011621732353,0.7176094393955046,0.014233386979182396,0.951812441224898,-0.40091388767569547,0.6605706208537816,0.9593043754358204,0.9219335980474287,0.7414854771148741,0.9664892695517262
GOOG,0.9529350774440386,0.9232445838651795,0.7326342328416925,0.966029715226526,0.9386503788583629,0.9529411670388707,0.9358785410956408,-0.5059231799121162,0.9361470322126842,-0.15491155356942668,0.9200119720110066,0.8045354600093082,0.8999420264961683,0.9210311100237197,0.9546198517088267,0.7899190265837963,0.9372308784604032,0.8305562387366416,0.7387130850946508,0.8821945143366948,0.9617598655081859,0.7839642716243389,0.9101491961905187,0.8926216246255751,0.9630193388536576,0.7646862912308027,0.9997991285649891,1.0,0.9619988046249482,0.9524442598838948,0.7846400746393742,0.5014233087210339,0.9626376228483322,0.7724105803099998,-0.5195878075513345,0.958914442419205,0.9573948281687314,0.8898042526872304,0.9166553046368976,0.9180598828937775,0.9028496147114597,0.9682107347672495,0.5337375262878999,0.9166341234013045,0.882050601259203,0.9158967398838349,0.8605882912214615,0.9685281059217745,0.9582429473037559,-0.16994073930778317,0.84884027717525,0.9002417492014415,0.7357701593851284,0.8218530447695714,-0.4737185507738046,0.9184204722144939,0.894632763734199,0.9272522180243943,0.805186036207863,0.959950389941132,0.9518202987593871,0.9119288436980272,0.7125814108619896,0.015645515097520407,0.9509572695674001,-0.4044553177006382,0.6568502727983953,0.9568246410362957,0.9239716566251048,0.739632278933663,0.9648501713937023
MO,0.9732695704624711,0.9490724086904743,0.8306828266238832,0.987557008496573,0.958532473942435,0.9748919594104029,0.9301443592014829,-0.533283281437752,0.9699795941068722,-0.24401751596992372,0.9499061141101685,0.8304523915254723,0.8796792779102647,0.6182442665801988,0.9610259354219924,0.3004216579524942,0.9556618064742223,0.8682908040717243,0.8013291107742855,0.9119368635756111,0.9615276373902206,0.9000215096558558,0.9151982102156255,0.906533962482345,0.9875728244218006,0.8194203667722719,0.9635686902723711,0.9619988046249482,1.0,0.9703643820085748,0.8463195356067513,0.4713331352044483,0.9763031665007842,0.7889887980286854,-0.6829525767399185,0.9416738070629951,0.9892403912425192,0.8634890525016344,0.9513814185551291,0.9319070663374033,0.9157064261768051,0.9755904416691391,0.6528823667394245,0.7086111396242203,0.9126352703401412,0.9245237760782793,0.9028426865945998,0.9718970959890478,0.9772892767267191,0.2757044786375771,0.8973692992527583,0.9540613266487069,0.24421097786800414,0.8277733644208337,-0.6067508558957779,0.9404627350276128,0.8570542007162951,0.8953833028166245,0.8160139611333205,0.9686075988669315,0.9878348053752494,0.9441636892851046,0.6491739257346107,0.2659477285778122,0.9779852076212827,-0.3981649415888911,0.46821152725891396,0.971188658758998,0.9071739855265737,0.788051202163555,0.9740580585404137
AMZN,0.9364868174362787,0.8889464782776534,0.6709302682690442,0.970802528446811,0.9541334438731244,0.9706144174148853,0.9144402196338921,-0.48764155151405675,0.9272451508755996,-0.2073275930704288,0.9045864496379721,0.7448166631283001,0.8384267577537468,0.6491860880519549,0.9075539664698657,0.33164377193776323,0.9376082113606681,0.8382352398458751,0.7305600812898281,0.8591455800420891,0.9628455063283524,0.8536946809469292,0.8796562380844293,0.8499573343960686,0.9531849866081792,0.7473833066382418,0.9540421688390104,0.9524442598838948,0.9703643820085748,1.0,0.7911609949564683,0.38399983260759674,0.9280782700075633,0.7277361359775094,-0.6500210120558381,0.9118439987211556,0.9610528030313961,0.7906744945543521,0.9000485075889293,0.8783049993615878,0.8894462457097381,0.9372776249999245,0.5698738137008637,0.7457134814634618,0.860313914190416,0.8800284355484497,0.8403716478055863,0.9395264728564502,0.9791125593582115,0.2100873170930699,0.8498135699879334,0.906290277942532,0.30903514156585127,0.7387749668745881,-0.6160747528149504,0.9023829521262146,0.8302009338626659,0.872106041056311,0.7514090336521685,0.9434919979873336,0.9620791817147959,0.8830087662606578,0.6727361740362899,0.1766896325922242,0.9342210809442667,-0.4301228325425553,0.45372928167589227,0.9333261062907128,0.8652362435837595,0.7263098113853628,0.9377427713331863
AEE,0.869955204474426,0.7916013284483642,0.8050121438646801,0.8035911925092629,0.84094004602291,0.8607653977632703,0.8853374618182039,-0.3036636872666726,0.7975189493600027,-0.226013820707069,0.9216660457137086,0.7885052164966535,0.83998270377859,0.456140105619199,0.8464093090560876,0.16543758234040476,0.8155947570026864,0.7011268992715394,0.8767267047239177,0.7070488043534431,0.8371435368208751,0.8410748475348384,0.7534394399974704,0.7556515798558918,0.8612282453746488,0.9560114263888414,0.7873865332025646,0.7846400746393742,0.8463195356067513,0.7911609949564683,1.0,0.7624861195696948,0.8769891799309172,0.7669006455693301,-0.3484040741198736,0.7543541070609223,0.9665055486068812,0.7771818259121084,0.7873030345584726,0.7683112551946191,0.820243580132025,0.8187105145854587,0.501837898187934,0.5595435635889363,0.8951512257848181,0.7351082416954866,0.8872303602420399,0.8178113277282227,0.8412746418331615,0.21891383772319412,0.9122093537443564,0.7361283628717439,0.2407777256644402,0.7922134964266527,-0.23517888574224827,0.8049756300580889,0.9009883491682741,0.7355424969523887,0.8771626784300495,0.808056185195213,0.80219158757687,0.8304582339987366,0.7954077414096707,0.5059112967497793,0.8317189334634549,0.10546936127852088,0.5513921784501377,0.8710203034113629,0.7372985152897621,0.8915316837322605,0.8659784525495491
AAL,0.5528204735235612,0.4688319409545832,0.8009362082828069,0.4354884151731597,0.4108409646991144,0.5406431865007583,0.6434990876251893,0.3023807972919554,0.5121695049813236,0.4551199708722444,0.6472285194859376,0.6029461357969894,0.44496871668184534,0.5401551681545892,0.4932896427497797,0.6996691135957183,0.5847376878312673,0.19283174692599891,0.6483859537020981,0.4306328445644261,0.4965628774312291,0.2583536052391213,0.5575001301765778,0.5233737809518573,0.5068058635936701,0.8306733877971206,0.504663892711453,0.5014233087210339,0.4713331352044483,0.38399983260759674,0.7624861195696948,1.0,0.5418634273727787,0.6319635055044989,0.3862096115722344,0.44970788643657106,0.8623133824031841,0.6263087607516027,0.5392010947843331,0.40222790470495373,0.6402714564267282,0.47168324034687065,0.02091340369156561,0.5618182726118132,0.7083109118191258,0.2670954422090175,0.7315361154665717,0.505725447106952,0.5205722312041706,-0.6395365919151748,0.7265431071049435,0.37225773642188154,0.6834351387637603,0.6354587733174435,0.23727522426938966,0.47298540512611104,0.6611013332908795,0.4200160952475505,0.713612761277022,0.5316026627019925,0.43527627148947107,0.5298781184831627,0.7790979445238132,0.39782097608877587,0.4720125542329685,0.46690241952935946,0.7053730594278005,0.5031748685597002,0.2947351892973281,0.7950407128779331,0.5090990995922914
AEP,0.9606614148826311,0.9539725334512202,0.8374049230747811,0.9701768252081199,0.9352958184282916,0.9517480476757516,0.9340941246990503,-0.49690585246331836,0.9486758054455297,-0.16608776956816548,0.9466610535728667,0.8712985231125987,0.8978121836910378,0.6307389451786135,0.9599965538980103,0.293006774239116,0.9287207950150422,0.8688077496490794,0.8268346112690665,0.9012966455627627,0.946311895416553,0.8522458266061845,0.8986775134282671,0.9123952295706766,0.987723864709073,0.8610512087773619,0.9630754591719917,0.9626376228483322,0.9763031665007842,0.9280782700075633,0.8769891799309172,0.5418634273727787,1.0,0.8306088293607505,-0.6150380272165397,0.9402371226176203,0.9833485477464806,0.8989362951177142,0.9361490350032563,0.9287152204867253,0.9029708363377904,0.9655090973007512,0.6828007888796477,0.7006573693884146,0.9268543797471642,0.9118158272551742,0.9111899523805087,0.970953348612097,0.9466256690212369,0.3000763835591677,0.9243851633487267,0.9287395723474701,0.27026825671468196,0.8506542607487753,-0.49928095057785793,0.9388569804686756,0.8998429806732575,0.9288990606972105,0.8439414794885093,0.9623812348837353,0.9557652731306773,0.9413817519401435,0.6624103768998211,0.3615428497617798,0.9584626422090231,-0.3225428281199868,0.5522224904098642,0.954881049837639,0.933496369386439,0.8142313349906751,0.9650519046240719
AXP,0.8512241776832479,0.8583349081001408,0.09374477908381866,0.8141725872865889,0.6902642166304478,0.7366328679522439,0.8010841690877798,-0.31549269165649346,0.8336020417992607,-0.05525164246260328,0.8179454131754065,0.9425869595910407,0.8194211323740237,0.6666057370954129,0.8334244019059268,0.395170689711614,0.7821199875295184,0.7821337042229417,0.7122279274203728,0.8792424407057121,0.8201368581809138,-0.721318690038436,0.8137749600387638,0.9258923852425553,0.8273564308100704,0.8262654743243436,0.7694804877651299,0.7724105803099998,0.7889887980286854,0.7277361359775094,0.7669006455693301,0.6319635055044989,0.8306088293607505,1.0,-0.4701198320711937,0.8508073490239838,0.7302455502310147,0.9277812523106438,0.8444398181313204,0.8888460439564827,0.8103519900141657,0.8497930239561496,0.7737582153751577,0.7022575933314117,0.8359301354477042,0.8245610240339538,0.829275992533614,0.8281939830779601,0.7767270514071398,0.32206349245389754,0.8249755403748332,0.8288040167118355,0.2991294178039548,0.8118320366269418,-0.3669834259504114,0.8785464103055646,0.7454476460808092,0.7873853728459062,0.8029285554703143,0.8344552552397179,0.80482669537855,0.8344844273178768,0.558524869276276,0.4721078674712979,0.8395145292948574,-0.16697821155772863,0.4884163782004815,0.7798239689609108,0.7451664290319505,0.8368308203012005,0.7891551833146822
AIG,-0.6423276350325158,-0.7003997713981928,0.8839361511531407,-0.6804357499690568,-0.664352203239896,-0.5366964514639063,-0.49913060118848784,0.7431368832416292,-0.6424560541587215,0.4774236697087793,-0.5711026680098364,-0.5949650848025614,-0.6548935319389659,-0.29771113078091005,-0.706179441348302,-0.15404853024596277,-0.5469967840991318,-0.7924940731290014,-0.5416041255706482,-0.6853504521994436,-0.5791427855634895,0.7188220609640942,-0.5387520463589458,-0.636368712547253,-0.6675898313522166,-0.30956651659604667,-0.516072777553933,-0.5195878075513345,-0.6829525767399185,-0.6500210120558381,-0.3484040741198736,0.3862096115722344,-0.6150380272165397,-0.4701198320711937,1.0,-0.6952056341256594,-0.10388759996266735,-0.3223810437002526,-0.6539098518414928,-0.7645830350422594,-0.467801036359846,-0.725717391376469,-0.7537657599690216,-0.2380431537686254,-0.49344768980654646,-0.8286365536868076,-0.4334678504526834,-0.6643143343365383,-0.6014867410196552,-0.6477088948576691,-0.4145849597290877,-0.7555500340083936,0.23901604039474186,-0.6674499029909379,0.8579803999792182,-0.6468132523019271,-0.24860867615297183,-0.5657008778638947,-0.5507543458421479,-0.5835121872298081,-0.717372395736522,-0.7158917848781204,0.006390730495273112,-0.12409907856073711,-0.7350300501727556,0.6830772958025768,0.11180537001935939,-0.7088408156672729,-0.7291180900119779,-0.37008640784494423,-0.6971334446201155
AMT,0.9122202597729416,0.9333855918236552,0.8632438659453016,0.9708414192210059,0.8861975098004465,0.9081202226658849,0.8999556338978331,-0.4427538540792533,0.9462633474421409,-0.041159626574774885,0.8892955287840733,0.8621611268416093,0.8679801415865538,0.760882689303059,0.9267002912555271,0.4791697327425361,0.8834256345325745,0.8953979233142989,0.7718582716353014,0.923761723259275,0.9257051408516699,0.8319683763375155,0.8696980306496327,0.9300814500295577,0.9588570893943598,0.7496933905202471,0.9578513403950611,0.958914442419205,0.9416738070629951,0.9118439987211556,0.7543541070609223,0.44970788643657106,0.9402371226176203,0.8508073490239838,-0.6952056341256594,1.0,0.9645356509288648,0.9078082528969663,0.9056053750903751,0.9383383254672066,0.8668446688991704,0.9611705171445798,0.7550204889186055,0.7556586447090333,0.8739465062721864,0.9342227793844814,0.8758038137130854,0.9480000562801029,0.9064842551151362,0.375205464018857,0.8532943306327538,0.947896918482516,0.32293863084086927,0.8406356286042675,-0.5984634751151913,0.9014046141992457,0.8369401199677375,0.9420091976605807,0.8115019438781368,0.9374935694033006,0.9342714264147947,0.9349196166858467,0.5322869356385442,0.33602734832045444,0.9369856272826839,-0.4643032668736619,0.4927956363845578,0.9190096605730873,0.9071271047574447,0.7155092194899286,0.9270307469687188
AWK,0.9608125802047299,0.8878024406214938,0.7555516093767057,0.9804196321459762,0.9190498778734209,0.9638915999629878,0.9363901387931847,-0.29688237927572614,0.9256851739907637,0.2034354951172865,0.9474934340853013,0.7236958417882203,0.8406132134035255,0.8888317611706249,0.9294635728828725,0.7491191306573811,0.9372527216778905,0.7930029149034037,0.8285414118451744,0.8269406545269447,0.97051304201252,0.867141080057167,0.878006072897749,0.82001310077882,0.9928136461444765,0.9172728822065273,0.9572563537795774,0.9573948281687314,0.9892403912425192,0.9610528030313961,0.9665055486068812,0.8623133824031841,0.9833485477464806,0.7302455502310147,-0.10388759996266735,0.9645356509288648,1.0,0.8346453419308899,0.8800930085283846,0.861982118747139,0.9373076597721666,0.9522610191151111,0.2285443853457123,0.938913639396815,0.9096555172154608,0.8949599946470045,0.9002441348363499,0.9563556134592677,0.9737488737233796,-0.6336405488124186,0.9400446654703472,0.8885897262515963,0.8479612469220793,0.7930475984292382,-0.23936048532177512,0.9178142960497158,0.9048650371249518,0.9574942952531753,0.879751968547754,0.969146734912105,0.9703722965462724,0.9262410219206785,0.9224808209540271,0.14122007520880783,0.9608592334840863,0.09477320259731019,0.7666708737405684,0.9673452878524632,0.9236982835289236,0.8495541395932098,0.9627508057001818
AMP,0.9379573983965313,0.9358875422132182,0.713496369320152,0.8767850930887916,0.75436606340394,0.8416801697487029,0.865090623550156,-0.3820610179819307,0.9195123142901623,-0.03332315618877224,0.8897997052882965,0.9505733178936785,0.8557805687642959,0.9245649554228547,0.9311882719168467,0.865559981648468,0.8970318843926566,0.7398412973783872,0.6826643294860922,0.9221962771665774,0.8869124521813673,-0.22722519757846377,0.9352023409017037,0.9663685354646385,0.8808071081095342,0.8634955881911214,0.8886571234141181,0.8898042526872304,0.8634890525016344,0.7906744945543521,0.7771818259121084,0.6263087607516027,0.8989362951177142,0.9277812523106438,-0.3223810437002526,0.9078082528969663,0.8346453419308899,1.0,0.9450101952164325,0.9360333877707535,0.9107495431542968,0.9313002588956557,0.6234324511414692,0.9307010483252965,0.8818979752886945,0.8652550290373405,0.8985141866491463,0.9253517904138185,0.8691655531811358,-0.3099691386369538,0.8402919937213358,0.8815716934142934,0.7665980681546636,0.8984201094064113,-0.26771876010131535,0.9315018897626959,0.8240493916779079,0.8372276647509962,0.8382088773604413,0.9295842727570746,0.8788927948490044,0.8683416458376425,0.714519329280151,0.1031066462052119,0.9193627910226617,-0.2061898064849444,0.6791831192318786,0.8623120342159684,0.8205651621353678,0.8486683180857794,0.8798775351828073
ABC,0.9594013626510337,0.9690658499324185,0.8419109651922021,0.9451269920003722,0.8822526594664305,0.9228954228407678,0.8910261525130365,-0.5357563794450029,0.9719831066845825,-0.23771314916042996,0.9301374685819851,0.8890650807644275,0.8460682816365032,0.6081784334122696,0.9458870453396379,0.30838375095214554,0.9566483953669681,0.8058951855039928,0.7423035665576896,0.9539831610530631,0.9147084230377109,0.4490351848869726,0.9674089656236409,0.961966720079473,0.9351265485019478,0.8198854532370783,0.9185285359236798,0.9166553046368976,0.9513814185551291,0.9000485075889293,0.7873030345584726,0.5392010947843331,0.9361490350032563,0.8444398181313204,-0.6539098518414928,0.9056053750903751,0.8800930085283846,0.9450101952164325,1.0,0.9443664998192947,0.9312085702630118,0.9565481153660524,0.6898260306558709,0.7164073872834988,0.9164183898368514,0.9067668694633985,0.9232451787936704,0.9570062292132091,0.9397565223720443,0.23624655448228835,0.8696332179597871,0.9541263571900408,0.22575084718178404,0.8331300042174532,-0.5780019494717336,0.9426858842234099,0.8103988653151654,0.8353355053990064,0.7808919886075548,0.9586895421255603,0.9663420874171451,0.9121160413312851,0.6139007137800286,0.28097807373251893,0.9607419171098589,-0.3854091344913602,0.48110662272896126,0.9206834747024204,0.857690653150414,0.7988618903983603,0.9328659682297046
AME,0.937784692692269,0.9685567306371722,0.6462249514793665,0.9507366785647425,0.8687315620188985,0.8670869524892943,0.8504939414365542,-0.6002451526517494,0.9463572041930117,-0.2758026617155599,0.8997864846638279,0.9400674675391224,0.9056795152029312,0.602195339381573,0.9528808558831282,0.3051693142127007,0.875019280126853,0.9154896861080148,0.7832519484078425,0.9569417711874214,0.8999735612188525,-0.1415908500281334,0.8804901267093732,0.9736787207761867,0.9387342940126195,0.7790301930546241,0.9162705163196891,0.9180598828937775,0.9319070663374033,0.8783049993615878,0.7683112551946191,0.40222790470495373,0.9287152204867253,0.8888460439564827,-0.7645830350422594,0.9383383254672066,0.861982118747139,0.9360333877707535,0.9443664998192947,1.0,0.844680323216933,0.9683932701642609,0.840337789902139,0.639854693277951,0.8819524021360441,0.9796035500557891,0.8533014766094668,0.9431054243319724,0.8918448624083882,0.4535811179865956,0.8311204314106914,0.9618278280140036,0.11882182287756919,0.8845624142712962,-0.6357312584584305,0.9527941818797276,0.7852081338445577,0.8678607830594406,0.8337277956370188,0.9143930957381299,0.9514291031208006,0.9448600472224746,0.4835688137668699,0.37182741044790074,0.9676125357385632,-0.4282713722554404,0.3721547962115345,0.9261329658183303,0.9092817966159789,0.7842977340875656,0.9290935393668354
AMGN,0.9231097212958289,0.9029285773308899,0.9480566910437618,0.9093875763367,0.852160774863581,0.9343137558582515,0.9131564584211522,-0.34285586323754,0.9376985998216285,-0.08958637864789544,0.9019992423934905,0.7959278450317447,0.7613263072921169,0.6584327280348518,0.8613174450468247,0.3588116300024871,0.9582113236919055,0.6767604663542094,0.6617100458320517,0.89584992224512,0.9180916931439472,0.7840775839076336,0.9598748671533658,0.9055938002642834,0.8992896183950357,0.8533463638281921,0.9057889339951516,0.9028496147114597,0.9157064261768051,0.8894462457097381,0.820243580132025,0.6402714564267282,0.9029708363377904,0.8103519900141657,-0.467801036359846,0.8668446688991704,0.9373076597721666,0.9107495431542968,0.9312085702630118,0.844680323216933,1.0,0.8931832912885002,0.5079449635951659,0.8083391301583818,0.8906287412126195,0.7878169151599062,0.9096764742381939,0.9199999964404161,0.942295557072268,0.0027349490620215905,0.8613186886481432,0.8662761884599407,0.4207263761384729,0.7169559186351127,-0.4722774214083543,0.9016439281847534,0.8329526908508907,0.8045029443089364,0.7161513425727043,0.9516656160832327,0.9103247677402801,0.8162228387951895,0.7375409145056662,0.16521392667042606,0.8888776215800959,-0.281353125075371,0.5756084261622285,0.8659366687979385,0.7813139642480417,0.802583840897753,0.8785226266214584
